|cd_ugestora|de_ugestora|dt_ano|cd_receitaorcug|de_receitaorcug|tp_atualizacaoreceita|de_atualizacaoreceita|vl_lancamentoOrc|dt_mesano
498213|201095|Prefeitura Municipal de João Pessoa|2015|17220102|Cota-Parte do IPVA|1|Lançamento de receita|3606246.26|2015-09-01
498214|201095|Prefeitura Municipal de João Pessoa|2015|17220102|Cota-Parte do IPVA|1|Lançamento de receita|2634602.44|2015-10-01
498215|201095|Prefeitura Municipal de João Pessoa|2015|17220102|Cota-Parte do IPVA|1|Lançamento de receita|2014296.75|2015-11-01
498216|201095|Prefeitura Municipal de João Pessoa|2015|17220102|Cota-Parte do IPVA|1|Lançamento de receita|1057741.26|2015-12-01
498217|201095|Prefeitura Municipal de João Pessoa|2015|17220104|Cota-Parte do IPI sobre Exportação|1|Lançamento de receita|35864.75|2015-01-01
498218|201095|Prefeitura Municipal de João Pessoa|2015|17220104|Cota-Parte do IPI sobre Exportação|1|Lançamento de receita|30537.67|2015-02-01
498219|201095|Prefeitura Municipal de João Pessoa|2015|17220104|Cota-Parte do IPI sobre Exportação|1|Lançamento de receita|19503.72|2015-03-01
498220|201095|Prefeitura Municipal de João Pessoa|2015|17220104|Cota-Parte do IPI sobre Exportação|1|Lançamento de receita|22076.1|2015-04-01
498221|201095|Prefeitura Municipal de João Pessoa|2015|17220104|Cota-Parte do IPI sobre Exportação|1|Lançamento de receita|21917.17|2015-05-01
498247|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|11290711.01|2006-01-01
498248|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|7401226.8|2006-02-01
498249|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|9732297.81|2006-03-01
498250|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|7233985.87|2006-04-01
498251|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|10379347.11|2006-05-01
498252|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|7671257.95|2006-06-01
498253|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|8266569.22|2006-07-01
498254|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|10518610.04|2006-08-01
498255|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|8809782.55|2006-09-01
498256|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|10717096.18|2006-10-01
498257|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|9212663.21|2006-11-01
498258|201095|Prefeitura Municipal de João Pessoa|2006|17220101|Cota-Parte do ICMS|1|Lançamento de receita|9427765.06|2006-12-01
498259|201095|Prefeitura Municipal de João Pessoa|2006|17220104|COTA-PARTE DO IPI SOBRE EXPORTACAO|1|Lançamento de receita|77632.38|2006-01-01
498260|201095|Prefeitura Municipal de João Pessoa|2006|17220104|COTA-PARTE DO IPI SOBRE EXPORTACAO|1|Lançamento de receita|17748.37|2006-02-01
498261|201095|Prefeitura Municipal de João Pessoa|2006|17220104|COTA-PARTE DO IPI SOBRE EXPORTACAO|1|Lançamento de receita|62635.95|2006-03-01
498262|201095|Prefeitura Municipal de João Pessoa|2006|17220104|COTA-PARTE DO IPI SOBRE EXPORTACAO|1|Lançamento de receita|18746.8|2006-04-01
498263|201095|Prefeitura Municipal de João Pessoa|2006|17220104|COTA-PARTE DO IPI SOBRE EXPORTACAO|1|Lançamento de receita|41278.67|2006-05-01
498264|201095|Prefeitura Municipal de João Pessoa|2006|17220104|COTA-PARTE DO IPI SOBRE EXPORTACAO|1|Lançamento de receita|43870.95|2006-06-01
498265|201095|Prefeitura Municipal de João Pessoa|2006|17220104|COTA-PARTE DO IPI SOBRE EXPORTACAO|1|Lançamento de receita|44297.66|2006-07-01
498266|201095|Prefeitura Municipal de João Pessoa|2006|17220104|COTA-PARTE DO IPI SOBRE EXPORTACAO|1|Lançamento de receita|69340.71|2006-08-01
498267|201095|Prefeitura Municipal de João Pessoa|2006|17220104|COTA-PARTE DO IPI SOBRE EXPORTACAO|1|Lançamento de receita|23421.4|2006-09-01
498320|201095|Prefeitura Municipal de João Pessoa|2009|11211000|TAXA DE LICENÇA DE SAÚDE|1|Lançamento de receita|3560.39|2009-01-01
498321|201095|Prefeitura Municipal de João Pessoa|2009|11211000|TAXA DE LICENÇA DE SAÚDE|1|Lançamento de receita|3879.63|2009-02-01
498322|201095|Prefeitura Municipal de João Pessoa|2009|11211000|TAXA DE LICENÇA DE SAÚDE|1|Lançamento de receita|10876.0|2009-03-01
498323|201095|Prefeitura Municipal de João Pessoa|2009|11211000|TAXA DE LICENÇA DE SAÚDE|1|Lançamento de receita|6574.85|2009-04-01
498324|201095|Prefeitura Municipal de João Pessoa|2009|11211000|TAXA DE LICENÇA DE SAÚDE|1|Lançamento de receita|4682.71|2009-05-01
498430|201095|Prefeitura Municipal de João Pessoa|2008|17213501|TRANSFERÊNCIAS DO SALÁRIO EDUCAÇÃO|1|Lançamento de receita|235275.09|2008-06-01
498431|201095|Prefeitura Municipal de João Pessoa|2008|17213501|TRANSFERÊNCIAS DO SALÁRIO EDUCAÇÃO|1|Lançamento de receita|750582.17|2008-07-01
498432|201095|Prefeitura Municipal de João Pessoa|2008|17213501|TRANSFERÊNCIAS DO SALÁRIO EDUCAÇÃO|1|Lançamento de receita|141993.33|2008-08-01
498433|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|2217344.57|2018-01-01
498434|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|2161973.29|2018-02-01
498557|201095|Prefeitura Municipal de João Pessoa|2009|19329900|RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA|1|Lançamento de receita|30996.41|2009-01-01
498558|201095|Prefeitura Municipal de João Pessoa|2009|19329900|RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA|1|Lançamento de receita|35963.28|2009-02-01
498559|201095|Prefeitura Municipal de João Pessoa|2009|19329900|RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA|1|Lançamento de receita|32625.2|2009-03-01
498560|201095|Prefeitura Municipal de João Pessoa|2009|19329900|RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA|1|Lançamento de receita|26876.42|2009-04-01
498561|201095|Prefeitura Municipal de João Pessoa|2009|19329900|RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA|1|Lançamento de receita|27901.53|2009-05-01
498562|201095|Prefeitura Municipal de João Pessoa|2009|19329900|RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA|1|Lançamento de receita|27346.81|2009-06-01
498739|201095|Prefeitura Municipal de João Pessoa|2003|41|ALIENACAO DE BENS IMOVEIS|1|Lançamento de receita|85400.0|2003-12-01
498740|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|320263.53|2003-01-01
498741|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|515639.17|2003-02-01
498742|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|617935.04|2003-03-01
498743|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|958971.37|2003-04-01
498744|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|1151515.49|2003-05-01
498745|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|756770.44|2003-06-01
498746|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|865911.93|2003-07-01
498747|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|823484.21|2003-08-01
498748|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|870341.05|2003-09-01
498749|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|952137.66|2003-10-01
498750|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|762499.89|2003-11-01
498751|201095|Prefeitura Municipal de João Pessoa|2003|46|COTA-PARTE DO IPVA|1|Lançamento de receita|695571.08|2003-12-01
498752|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|144267.45|2003-01-01
498753|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|181251.55|2003-02-01
498754|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|152120.79|2003-03-01
498755|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|226080.59|2003-04-01
498756|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|255772.12|2003-05-01
498757|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|214070.85|2003-06-01
498758|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|241877.26|2003-07-01
498759|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|238831.31|2003-08-01
498760|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|302677.87|2003-09-01
498761|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|287308.46|2003-10-01
498762|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|303912.02|2003-11-01
498763|201095|Prefeitura Municipal de João Pessoa|2003|60|MULTAS PREVISTAS NA LEGISLACAO DE TRANSITO|1|Lançamento de receita|339512.65|2003-12-01
498764|201095|Prefeitura Municipal de João Pessoa|2003|89|REMUNERACAO DE DEPOSITOS BANCARIOS|1|Lançamento de receita|21.98|2003-02-01
498765|201095|Prefeitura Municipal de João Pessoa|2003|89|REMUNERACAO DE DEPOSITOS BANCARIOS|1|Lançamento de receita|40.1|2003-03-01
498766|201095|Prefeitura Municipal de João Pessoa|2003|89|REMUNERACAO DE DEPOSITOS BANCARIOS|1|Lançamento de receita|6.42|2003-06-01
498767|201095|Prefeitura Municipal de João Pessoa|2003|89|REMUNERACAO DE DEPOSITOS BANCARIOS|1|Lançamento de receita|604.82|2003-12-01
498768|201095|Prefeitura Municipal de João Pessoa|2003|103|OUTRAS RECEITAS PATRIMONIAIS|1|Lançamento de receita|567.5|2003-01-01
498769|201095|Prefeitura Municipal de João Pessoa|2003|103|OUTRAS RECEITAS PATRIMONIAIS|1|Lançamento de receita|232.45|2003-02-01
498770|201095|Prefeitura Municipal de João Pessoa|2003|103|OUTRAS RECEITAS PATRIMONIAIS|1|Lançamento de receita|1182.39|2003-04-01
498771|201095|Prefeitura Municipal de João Pessoa|2003|103|OUTRAS RECEITAS PATRIMONIAIS|1|Lançamento de receita|1483.44|2003-05-01
498772|201095|Prefeitura Municipal de João Pessoa|2003|103|OUTRAS RECEITAS PATRIMONIAIS|1|Lançamento de receita|746.35|2003-06-01
498773|201095|Prefeitura Municipal de João Pessoa|2003|103|OUTRAS RECEITAS PATRIMONIAIS|1|Lançamento de receita|1383.95|2003-07-01
498816|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|4112412.51|2018-03-01
498817|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|3346745.84|2018-04-01
498818|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|2155565.52|2018-05-01
498819|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|3020646.78|2018-06-01
498820|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|3229620.11|2018-07-01
498821|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|3367995.61|2018-08-01
498822|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|3273292.86|2018-09-01
498823|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|3180442.86|2018-10-01
498824|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|3145030.63|2018-11-01
498825|201095|Prefeitura Municipal de João Pessoa|2018|11130311|Imposto sobre a Renda - Retido na Fonte - Trabalho -  Principal|1|Lançamento de receita|6410326.86|2018-12-01
498923|201095|Prefeitura Municipal de João Pessoa|2003|13|TAXA PELA OCUPACAO DE SOLOS E VIAS|1|Lançamento de receita|35461.69|2003-08-01
498924|201095|Prefeitura Municipal de João Pessoa|2003|13|TAXA PELA OCUPACAO DE SOLOS E VIAS|1|Lançamento de receita|33544.4|2003-09-01
498925|201095|Prefeitura Municipal de João Pessoa|2003|13|TAXA PELA OCUPACAO DE SOLOS E VIAS|1|Lançamento de receita|26638.83|2003-10-01
498926|201095|Prefeitura Municipal de João Pessoa|2003|13|TAXA PELA OCUPACAO DE SOLOS E VIAS|1|Lançamento de receita|24286.76|2003-11-01
498927|201095|Prefeitura Municipal de João Pessoa|2003|13|TAXA PELA OCUPACAO DE SOLOS E VIAS|1|Lançamento de receita|14473.11|2003-12-01
498928|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|405.82|2003-01-01
498929|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|185.67|2003-02-01
498930|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|393.92|2003-03-01
498931|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|1694.41|2003-04-01
498932|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|1490.32|2003-05-01
498933|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|1483.22|2003-06-01
498934|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|2472.5|2003-07-01
498935|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|2315.0|2003-08-01
498936|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|2185.0|2003-09-01
498937|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|2055.0|2003-10-01
498938|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|1889.5|2003-11-01
498939|201095|Prefeitura Municipal de João Pessoa|2003|14|TAXA DE LICENCA DE SAÚDE|1|Lançamento de receita|1635.0|2003-12-01
498940|201095|Prefeitura Municipal de João Pessoa|2003|85|CONTRIBUICOES PATRONAIS|1|Lançamento de receita|3815.61|2003-01-01
498941|201095|Prefeitura Municipal de João Pessoa|2003|85|CONTRIBUICOES PATRONAIS|1|Lançamento de receita|9198.72|2003-03-01
498942|201095|Prefeitura Municipal de João Pessoa|2003|85|CONTRIBUICOES PATRONAIS|1|Lançamento de receita|5194.25|2003-04-01
498943|201095|Prefeitura Municipal de João Pessoa|2003|85|CONTRIBUICOES PATRONAIS|1|Lançamento de receita|5270.76|2003-05-01
498944|201095|Prefeitura Municipal de João Pessoa|2003|85|CONTRIBUICOES PATRONAIS|1|Lançamento de receita|298909.88|2003-06-01
498945|201095|Prefeitura Municipal de João Pessoa|2003|85|CONTRIBUICOES PATRONAIS|1|Lançamento de receita|160105.11|2003-07-01
498971|201095|Prefeitura Municipal de João Pessoa|2003|22|TRANSFERENCIA FINANCEIRA DA LEI COMPLEMENTAR N.87/96|1|Lançamento de receita|52519.81|2003-09-01
498972|201095|Prefeitura Municipal de João Pessoa|2003|22|TRANSFERENCIA FINANCEIRA DA LEI COMPLEMENTAR N.87/96|1|Lançamento de receita|52519.81|2003-10-01
498973|201095|Prefeitura Municipal de João Pessoa|2003|22|TRANSFERENCIA FINANCEIRA DA LEI COMPLEMENTAR N.87/96|1|Lançamento de receita|52519.81|2003-11-01
498974|201095|Prefeitura Municipal de João Pessoa|2003|22|TRANSFERENCIA FINANCEIRA DA LEI COMPLEMENTAR N.87/96|1|Lançamento de receita|52519.81|2003-12-01
498975|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|1|Lançamento de receita|44641.84|2003-04-01
498976|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|2|Estorno de lançamento de receita|8798.0|2003-01-01
498977|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|7877.97|2003-02-01
498978|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|7877.97|2003-03-01
498979|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|60397.62|2003-05-01
498980|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|7878.13|2003-06-01
498981|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|7877.97|2003-07-01
498982|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|7877.97|2003-08-01
498983|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|7877.97|2003-09-01
498984|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|7877.97|2003-10-01
498985|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|7877.97|2003-11-01
498986|201095|Prefeitura Municipal de João Pessoa|2003|23|DEDUCAO DA RECEITA PARA A FORMACAO DO FUNDEF - LEI COMPLEMEN|3|Dedução de Receita do Fundeb|7877.97|2003-12-01
499015|201095|Prefeitura Municipal de João Pessoa|2008|21100000|OPERACOES DE CREDITO INTERNAS|1|Lançamento de receita|2690470.7|2008-11-01
499016|201095|Prefeitura Municipal de João Pessoa|2008|21100000|OPERACOES DE CREDITO INTERNAS|1|Lançamento de receita|487755.0|2008-12-01
499017|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|17995038.17|2018-01-01
499018|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|17204381.85|2018-02-01
499019|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|17625315.95|2018-03-01
499020|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|19294175.93|2018-04-01
499021|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|19676229.54|2018-05-01
499022|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|18565388.74|2018-06-01
499023|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|19632485.78|2018-07-01
499024|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|19810849.75|2018-08-01
499025|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|21519236.72|2018-09-01
499026|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|20689974.03|2018-10-01
499027|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|20209397.42|2018-11-01
499028|201095|Prefeitura Municipal de João Pessoa|2018|11180231|Imposto sobre Serviços de Qualquer Natureza -  Principal|1|Lançamento de receita|23639821.71|2018-12-01
499066|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|85065.04|2008-01-01
499067|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|12547198.73|2008-02-01
499068|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|2648568.37|2008-03-01
499069|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|1329465.23|2008-04-01
499070|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|1045743.23|2008-05-01
499071|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|1033984.3|2008-06-01
499072|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|1067354.85|2008-07-01
499073|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|867903.47|2008-08-01
499074|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|950246.33|2008-09-01
499075|201095|Prefeitura Municipal de João Pessoa|2008|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|878188.1|2008-10-01
499076|201095|Prefeitura Municipal de João Pessoa|2015|11130501|Imposto sobre Serviços de Qualquer Natureza|1|Lançamento de receita|15095350.21|2015-01-01
499077|201095|Prefeitura Municipal de João Pessoa|2015|11130501|Imposto sobre Serviços de Qualquer Natureza|1|Lançamento de receita|13298860.87|2015-02-01
499078|201095|Prefeitura Municipal de João Pessoa|2015|11130501|Imposto sobre Serviços de Qualquer Natureza|1|Lançamento de receita|16417581.61|2015-03-01
499113|201095|Prefeitura Municipal de João Pessoa|2003|11|TAXA PELO EXERCICIO DE LOTEAMENTO E ARRUAMENTO|1|Lançamento de receita|288.37|2003-01-01
499114|201095|Prefeitura Municipal de João Pessoa|2003|11|TAXA PELO EXERCICIO DE LOTEAMENTO E ARRUAMENTO|1|Lançamento de receita|556.19|2003-02-01
499115|201095|Prefeitura Municipal de João Pessoa|2003|11|TAXA PELO EXERCICIO DE LOTEAMENTO E ARRUAMENTO|1|Lançamento de receita|851.7|2003-03-01
499116|201095|Prefeitura Municipal de João Pessoa|2003|11|TAXA PELO EXERCICIO DE LOTEAMENTO E ARRUAMENTO|1|Lançamento de receita|138.5|2003-04-01
499117|201095|Prefeitura Municipal de João Pessoa|2003|11|TAXA PELO EXERCICIO DE LOTEAMENTO E ARRUAMENTO|1|Lançamento de receita|1410.3|2003-05-01
499118|201095|Prefeitura Municipal de João Pessoa|2003|11|TAXA PELO EXERCICIO DE LOTEAMENTO E ARRUAMENTO|1|Lançamento de receita|97.5|2003-06-01
499119|201095|Prefeitura Municipal de João Pessoa|2003|11|TAXA PELO EXERCICIO DE LOTEAMENTO E ARRUAMENTO|1|Lançamento de receita|232.2|2003-07-01
499120|201095|Prefeitura Municipal de João Pessoa|2003|11|TAXA PELO EXERCICIO DE LOTEAMENTO E ARRUAMENTO|1|Lançamento de receita|1032.81|2003-08-01
499167|201095|Prefeitura Municipal de João Pessoa|2015|17220104|Cota-Parte do IPI sobre Exportação|1|Lançamento de receita|25217.11|2015-06-01
499168|201095|Prefeitura Municipal de João Pessoa|2015|17220104|Cota-Parte do IPI sobre Exportação|1|Lançamento de receita|21203.5|2015-07-01
499169|201095|Prefeitura Municipal de João Pessoa|2015|17220104|Cota-Parte do IPI sobre Exportação|1|Lançamento de receita|18824.93|2015-08-01
499170|201095|Prefeitura Municipal de João Pessoa|2015|17220104|Cota-Parte do IPI sobre Exportação|1|Lançamento de receita|23560.52|2015-09-01
499171|201095|Prefeitura Municipal de João Pessoa|2003|35|RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA|1|Lançamento de receita|65575.79|2003-05-01
499172|201095|Prefeitura Municipal de João Pessoa|2003|35|RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA|1|Lançamento de receita|38643.8|2003-06-01
499173|201095|Prefeitura Municipal de João Pessoa|2003|35|RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA|1|Lançamento de receita|772541.53|2003-07-01
499174|201095|Prefeitura Municipal de João Pessoa|2003|35|RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA|1|Lançamento de receita|81805.66|2003-08-01
499175|201095|Prefeitura Municipal de João Pessoa|2003|35|RECEITA DA DIVIDA ATIVA NAO TRIBUTARIA|1|Lançamento de receita|104669.31|2003-09-01
